country,store,product,year,month,day,day_of_week,day_of_year,is_weekend,gen_f1,gen_f2
5,1,3,2017,1,4,0.9749279121818236,4,0,0,5
5,1,1,2017,1,4,0.9749279121818236,4,0,0,5
5,1,2,2017,1,4,0.9749279121818236,4,0,0,5
5,1,0,2017,1,4,0.9749279121818236,4,0,0,5
0,0,3,2017,1,5,0.43388373911755823,5,0,0,0
0,0,1,2017,1,5,0.43388373911755823,5,0,0,0
0,0,2,2017,1,5,0.43388373911755823,5,0,0,0
0,0,0,2017,1,5,0.43388373911755823,5,0,0,0
0,1,3,2017,1,5,0.43388373911755823,5,0,0,0
0,1,1,2017,1,5,0.43388373911755823,5,0,0,0
0,1,2,2017,1,5,0.43388373911755823,5,0,0,0
0,1,0,2017,1,5,0.43388373911755823,5,0,0,0
1,0,3,2017,1,5,0.43388373911755823,5,0,0,0
1,0,1,2017,1,5,0.43388373911755823,5,0,0,0
1,0,2,2017,1,5,0.43388373911755823,5,0,0,0
1,0,0,2017,1,5,0.43388373911755823,5,0,0,0
1,1,3,2017,1,5,0.43388373911755823,5,0,0,1
1,1,1,2017,1,5,0.43388373911755823,5,0,0,1
1,1,2,2017,1,5,0.43388373911755823,5,0,0,1
1,1,0,2017,1,5,0.43388373911755823,5,0,0,1
2,0,3,2017,1,5,0.43388373911755823,5,0,0,0
2,0,1,2017,1,5,0.43388373911755823,5,0,0,0
2,0,2,2017,1,5,0.43388373911755823,5,0,0,0
2,0,0,2017,1,5,0.43388373911755823,5,0,0,0
2,1,3,2017,1,5,0.43388373911755823,5,0,0,2
2,1,1,2017,1,5,0.43388373911755823,5,0,0,2
2,1,2,2017,1,5,0.43388373911755823,5,0,0,2
2,1,0,2017,1,5,0.43388373911755823,5,0,0,2
3,0,3,2017,1,5,0.43388373911755823,5,0,0,0
3,0,1,2017,1,5,0.43388373911755823,5,0,0,0
3,0,2,2017,1,5,0.43388373911755823,5,0,0,0
3,0,0,2017,1,5,0.43388373911755823,5,0,0,0
3,1,3,2017,1,5,0.43388373911755823,5,0,0,3
3,1,1,2017,1,5,0.43388373911755823,5,0,0,3
3,1,2,2017,1,5,0.43388373911755823,5,0,0,3
3,1,0,2017,1,5,0.43388373911755823,5,0,0,3
4,0,3,2017,1,5,0.43388373911755823,5,0,0,0
4,0,1,2017,1,5,0.43388373911755823,5,0,0,0
4,0,2,2017,1,5,0.43388373911755823,5,0,0,0
4,0,0,2017,1,5,0.43388373911755823,5,0,0,0
4,1,3,2017,1,5,0.43388373911755823,5,0,0,4
4,1,1,2017,1,5,0.43388373911755823,5,0,0,4
4,1,2,2017,1,5,0.43388373911755823,5,0,0,4
4,1,0,2017,1,5,0.43388373911755823,5,0,0,4
5,0,3,2017,1,5,0.43388373911755823,5,0,0,0
5,0,1,2017,1,5,0.43388373911755823,5,0,0,0
5,0,2,2017,1,5,0.43388373911755823,5,0,0,0
5,0,0,2017,1,5,0.43388373911755823,5,0,0,0
5,1,3,2017,1,5,0.43388373911755823,5,0,0,5
5,1,1,2017,1,5,0.43388373911755823,5,0,0,5
5,1,2,2017,1,5,0.43388373911755823,5,0,0,5
5,1,0,2017,1,5,0.43388373911755823,5,0,0,5
0,0,3,2017,1,6,-0.433883739117558,6,0,0,0
0,0,1,2017,1,6,-0.433883739117558,6,0,0,0
0,0,2,2017,1,6,-0.433883739117558,6,0,0,0
0,0,0,2017,1,6,-0.433883739117558,6,0,0,0
0,1,3,2017,1,6,-0.433883739117558,6,0,0,0
0,1,1,2017,1,6,-0.433883739117558,6,0,0,0
0,1,2,2017,1,6,-0.433883739117558,6,0,0,0
0,1,0,2017,1,6,-0.433883739117558,6,0,0,0
1,0,3,2017,1,6,-0.433883739117558,6,0,0,0
1,0,1,2017,1,6,-0.433883739117558,6,0,0,0
1,0,2,2017,1,6,-0.433883739117558,6,0,0,0
1,0,0,2017,1,6,-0.433883739117558,6,0,0,0
1,1,3,2017,1,6,-0.433883739117558,6,0,0,1
1,1,1,2017,1,6,-0.433883739117558,6,0,0,1
1,1,2,2017,1,6,-0.433883739117558,6,0,0,1
1,1,0,2017,1,6,-0.433883739117558,6,0,0,1
2,0,3,2017,1,6,-0.433883739117558,6,0,0,0
2,0,1,2017,1,6,-0.433883739117558,6,0,0,0
2,0,2,2017,1,6,-0.433883739117558,6,0,0,0
2,0,0,2017,1,6,-0.433883739117558,6,0,0,0
2,1,3,2017,1,6,-0.433883739117558,6,0,0,2
2,1,1,2017,1,6,-0.433883739117558,6,0,0,2
2,1,2,2017,1,6,-0.433883739117558,6,0,0,2
2,1,0,2017,1,6,-0.433883739117558,6,0,0,2
3,0,3,2017,1,6,-0.433883739117558,6,0,0,0
3,0,1,2017,1,6,-0.433883739117558,6,0,0,0
3,0,2,2017,1,6,-0.433883739117558,6,0,0,0
3,0,0,2017,1,6,-0.433883739117558,6,0,0,0
3,1,3,2017,1,6,-0.433883739117558,6,0,0,3
3,1,1,2017,1,6,-0.433883739117558,6,0,0,3
3,1,2,2017,1,6,-0.433883739117558,6,0,0,3
3,1,0,2017,1,6,-0.433883739117558,6,0,0,3
4,0,3,2017,1,6,-0.433883739117558,6,0,0,0
4,0,1,2017,1,6,-0.433883739117558,6,0,0,0
4,0,2,2017,1,6,-0.433883739117558,6,0,0,0
4,0,0,2017,1,6,-0.433883739117558,6,0,0,0
4,1,3,2017,1,6,-0.433883739117558,6,0,0,4
4,1,1,2017,1,6,-0.433883739117558,6,0,0,4
4,1,2,2017,1,6,-0.433883739117558,6,0,0,4
4,1,0,2017,1,6,-0.433883739117558,6,0,0,4
5,0,3,2017,1,6,-0.433883739117558,6,0,0,0
5,0,1,2017,1,6,-0.433883739117558,6,0,0,0
5,0,2,2017,1,6,-0.433883739117558,6,0,0,0
5,0,0,2017,1,6,-0.433883739117558,6,0,0,0
5,1,3,2017,1,6,-0.433883739117558,6,0,0,5
5,1,1,2017,1,6,-0.433883739117558,6,0,0,5
5,1,2,2017,1,6,-0.433883739117558,6,0,0,5
5,1,0,2017,1,6,-0.433883739117558,6,0,0,5
0,0,3,2017,1,7,-0.9749279121818236,7,1,3,0
0,0,1,2017,1,7,-0.9749279121818236,7,1,1,0
0,0,2,2017,1,7,-0.9749279121818236,7,1,2,0
0,0,0,2017,1,7,-0.9749279121818236,7,1,0,0
0,1,3,2017,1,7,-0.9749279121818236,7,1,3,0
0,1,1,2017,1,7,-0.9749279121818236,7,1,1,0
0,1,2,2017,1,7,-0.9749279121818236,7,1,2,0
0,1,0,2017,1,7,-0.9749279121818236,7,1,0,0
1,0,3,2017,1,7,-0.9749279121818236,7,1,3,0
1,0,1,2017,1,7,-0.9749279121818236,7,1,1,0
1,0,2,2017,1,7,-0.9749279121818236,7,1,2,0
1,0,0,2017,1,7,-0.9749279121818236,7,1,0,0
1,1,3,2017,1,7,-0.9749279121818236,7,1,3,1
1,1,1,2017,1,7,-0.9749279121818236,7,1,1,1
1,1,2,2017,1,7,-0.9749279121818236,7,1,2,1
1,1,0,2017,1,7,-0.9749279121818236,7,1,0,1
2,0,3,2017,1,7,-0.9749279121818236,7,1,3,0
2,0,1,2017,1,7,-0.9749279121818236,7,1,1,0
2,0,2,2017,1,7,-0.9749279121818236,7,1,2,0
2,0,0,2017,1,7,-0.9749279121818236,7,1,0,0
2,1,3,2017,1,7,-0.9749279121818236,7,1,3,2
2,1,1,2017,1,7,-0.9749279121818236,7,1,1,2
2,1,2,2017,1,7,-0.9749279121818236,7,1,2,2
2,1,0,2017,1,7,-0.9749279121818236,7,1,0,2
3,0,3,2017,1,7,-0.9749279121818236,7,1,3,0
3,0,1,2017,1,7,-0.9749279121818236,7,1,1,0
3,0,2,2017,1,7,-0.9749279121818236,7,1,2,0
3,0,0,2017,1,7,-0.9749279121818236,7,1,0,0
3,1,3,2017,1,7,-0.9749279121818236,7,1,3,3
3,1,1,2017,1,7,-0.9749279121818236,7,1,1,3
3,1,2,2017,1,7,-0.9749279121818236,7,1,2,3
3,1,0,2017,1,7,-0.9749279121818236,7,1,0,3
4,0,3,2017,1,7,-0.9749279121818236,7,1,3,0
4,0,1,2017,1,7,-0.9749279121818236,7,1,1,0
4,0,2,2017,1,7,-0.9749279121818236,7,1,2,0
4,0,0,2017,1,7,-0.9749279121818236,7,1,0,0
4,1,3,2017,1,7,-0.9749279121818236,7,1,3,4
4,1,1,2017,1,7,-0.9749279121818236,7,1,1,4
4,1,2,2017,1,7,-0.9749279121818236,7,1,2,4
4,1,0,2017,1,7,-0.9749279121818236,7,1,0,4
5,0,3,2017,1,7,-0.9749279121818236,7,1,3,0
5,0,1,2017,1,7,-0.9749279121818236,7,1,1,0
5,0,2,2017,1,7,-0.9749279121818236,7,1,2,0
5,0,0,2017,1,7,-0.9749279121818236,7,1,0,0
5,1,3,2017,1,7,-0.9749279121818236,7,1,3,5
5,1,1,2017,1,7,-0.9749279121818236,7,1,1,5
5,1,2,2017,1,7,-0.9749279121818236,7,1,2,5
5,1,0,2017,1,7,-0.9749279121818236,7,1,0,5
0,0,3,2017,1,8,-0.7818314824680299,8,1,3,0
0,0,1,2017,1,8,-0.7818314824680299,8,1,1,0
0,0,2,2017,1,8,-0.7818314824680299,8,1,2,0
0,0,0,2017,1,8,-0.7818314824680299,8,1,0,0
0,1,3,2017,1,8,-0.7818314824680299,8,1,3,0
0,1,1,2017,1,8,-0.7818314824680299,8,1,1,0
0,1,2,2017,1,8,-0.7818314824680299,8,1,2,0
0,1,0,2017,1,8,-0.7818314824680299,8,1,0,0
1,0,3,2017,1,8,-0.7818314824680299,8,1,3,0
1,0,1,2017,1,8,-0.7818314824680299,8,1,1,0
1,0,2,2017,1,8,-0.7818314824680299,8,1,2,0
1,0,0,2017,1,8,-0.7818314824680299,8,1,0,0
1,1,3,2017,1,8,-0.7818314824680299,8,1,3,1
1,1,1,2017,1,8,-0.7818314824680299,8,1,1,1
1,1,2,2017,1,8,-0.7818314824680299,8,1,2,1
1,1,0,2017,1,8,-0.7818314824680299,8,1,0,1
2,0,3,2017,1,8,-0.7818314824680299,8,1,3,0
2,0,1,2017,1,8,-0.7818314824680299,8,1,1,0
2,0,2,2017,1,8,-0.7818314824680299,8,1,2,0
2,0,0,2017,1,8,-0.7818314824680299,8,1,0,0
2,1,3,2017,1,8,-0.7818314824680299,8,1,3,2
2,1,1,2017,1,8,-0.7818314824680299,8,1,1,2
2,1,2,2017,1,8,-0.7818314824680299,8,1,2,2
2,1,0,2017,1,8,-0.7818314824680299,8,1,0,2
3,0,3,2017,1,8,-0.7818314824680299,8,1,3,0
3,0,1,2017,1,8,-0.7818314824680299,8,1,1,0
3,0,2,2017,1,8,-0.7818314824680299,8,1,2,0
3,0,0,2017,1,8,-0.7818314824680299,8,1,0,0
3,1,3,2017,1,8,-0.7818314824680299,8,1,3,3
3,1,1,2017,1,8,-0.7818314824680299,8,1,1,3
3,1,2,2017,1,8,-0.7818314824680299,8,1,2,3
3,1,0,2017,1,8,-0.7818314824680299,8,1,0,3
4,0,3,2017,1,8,-0.7818314824680299,8,1,3,0
4,0,1,2017,1,8,-0.7818314824680299,8,1,1,0
4,0,2,2017,1,8,-0.7818314824680299,8,1,2,0
4,0,0,2017,1,8,-0.7818314824680299,8,1,0,0
4,1,3,2017,1,8,-0.7818314824680299,8,1,3,4
4,1,1,2017,1,8,-0.7818314824680299,8,1,1,4
4,1,2,2017,1,8,-0.7818314824680299,8,1,2,4
4,1,0,2017,1,8,-0.7818314824680299,8,1,0,4
5,0,3,2017,1,8,-0.7818314824680299,8,1,3,0
5,0,1,2017,1,8,-0.7818314824680299,8,1,1,0
5,0,2,2017,1,8,-0.7818314824680299,8,1,2,0
5,0,0,2017,1,8,-0.7818314824680299,8,1,0,0
5,1,3,2017,1,8,-0.7818314824680299,8,1,3,5
5,1,1,2017,1,8,-0.7818314824680299,8,1,1,5
5,1,2,2017,1,8,-0.7818314824680299,8,1,2,5
5,1,0,2017,1,8,-0.7818314824680299,8,1,0,5
0,0,3,2017,1,9,0.0,9,0,0,0
0,0,1,2017,1,9,0.0,9,0,0,0
0,0,2,2017,1,9,0.0,9,0,0,0
0,0,0,2017,1,9,0.0,9,0,0,0
0,1,3,2017,1,9,0.0,9,0,0,0
0,1,1,2017,1,9,0.0,9,0,0,0
0,1,2,2017,1,9,0.0,9,0,0,0
0,1,0,2017,1,9,0.0,9,0,0,0
1,0,3,2017,1,9,0.0,9,0,0,0
1,0,1,2017,1,9,0.0,9,0,0,0
1,0,2,2017,1,9,0.0,9,0,0,0
1,0,0,2017,1,9,0.0,9,0,0,0
1,1,3,2017,1,9,0.0,9,0,0,1
1,1,1,2017,1,9,0.0,9,0,0,1
1,1,2,2017,1,9,0.0,9,0,0,1
1,1,0,2017,1,9,0.0,9,0,0,1
2,0,3,2017,1,9,0.0,9,0,0,0
2,0,1,2017,1,9,0.0,9,0,0,0
2,0,2,2017,1,9,0.0,9,0,0,0
2,0,0,2017,1,9,0.0,9,0,0,0
2,1,3,2017,1,9,0.0,9,0,0,2
2,1,1,2017,1,9,0.0,9,0,0,2
2,1,2,2017,1,9,0.0,9,0,0,2
2,1,0,2017,1,9,0.0,9,0,0,2
3,0,3,2017,1,9,0.0,9,0,0,0
3,0,1,2017,1,9,0.0,9,0,0,0
3,0,2,2017,1,9,0.0,9,0,0,0
3,0,0,2017,1,9,0.0,9,0,0,0
3,1,3,2017,1,9,0.0,9,0,0,3
3,1,1,2017,1,9,0.0,9,0,0,3
3,1,2,2017,1,9,0.0,9,0,0,3
3,1,0,2017,1,9,0.0,9,0,0,3
4,0,3,2017,1,9,0.0,9,0,0,0
4,0,1,2017,1,9,0.0,9,0,0,0
4,0,2,2017,1,9,0.0,9,0,0,0
4,0,0,2017,1,9,0.0,9,0,0,0
4,1,3,2017,1,9,0.0,9,0,0,4
4,1,1,2017,1,9,0.0,9,0,0,4
4,1,2,2017,1,9,0.0,9,0,0,4
4,1,0,2017,1,9,0.0,9,0,0,4
5,0,3,2017,1,9,0.0,9,0,0,0
5,0,1,2017,1,9,0.0,9,0,0,0
5,0,2,2017,1,9,0.0,9,0,0,0
5,0,0,2017,1,9,0.0,9,0,0,0
5,1,3,2017,1,9,0.0,9,0,0,5
5,1,1,2017,1,9,0.0,9,0,0,5
5,1,2,2017,1,9,0.0,9,0,0,5
5,1,0,2017,1,9,0.0,9,0,0,5
0,0,3,2017,1,10,0.7818314824680298,10,0,0,0
0,0,1,2017,1,10,0.7818314824680298,10,0,0,0
0,0,2,2017,1,10,0.7818314824680298,10,0,0,0
0,0,0,2017,1,10,0.7818314824680298,10,0,0,0
0,1,3,2017,1,10,0.7818314824680298,10,0,0,0
0,1,1,2017,1,10,0.7818314824680298,10,0,0,0
0,1,2,2017,1,10,0.7818314824680298,10,0,0,0
0,1,0,2017,1,10,0.7818314824680298,10,0,0,0
1,0,3,2017,1,10,0.7818314824680298,10,0,0,0
1,0,1,2017,1,10,0.7818314824680298,10,0,0,0
1,0,2,2017,1,10,0.7818314824680298,10,0,0,0
1,0,0,2017,1,10,0.7818314824680298,10,0,0,0
1,1,3,2017,1,10,0.7818314824680298,10,0,0,1
1,1,1,2017,1,10,0.7818314824680298,10,0,0,1
1,1,2,2017,1,10,0.7818314824680298,10,0,0,1
1,1,0,2017,1,10,0.7818314824680298,10,0,0,1
2,0,3,2017,1,10,0.7818314824680298,10,0,0,0
2,0,1,2017,1,10,0.7818314824680298,10,0,0,0
2,0,2,2017,1,10,0.7818314824680298,10,0,0,0
2,0,0,2017,1,10,0.7818314824680298,10,0,0,0
2,1,3,2017,1,10,0.7818314824680298,10,0,0,2
2,1,1,2017,1,10,0.7818314824680298,10,0,0,2
2,1,2,2017,1,10,0.7818314824680298,10,0,0,2
2,1,0,2017,1,10,0.7818314824680298,10,0,0,2
3,0,3,2017,1,10,0.7818314824680298,10,0,0,0
3,0,1,2017,1,10,0.7818314824680298,10,0,0,0
3,0,2,2017,1,10,0.7818314824680298,10,0,0,0
3,0,0,2017,1,10,0.7818314824680298,10,0,0,0
3,1,3,2017,1,10,0.7818314824680298,10,0,0,3
3,1,1,2017,1,10,0.7818314824680298,10,0,0,3
3,1,2,2017,1,10,0.7818314824680298,10,0,0,3
3,1,0,2017,1,10,0.7818314824680298,10,0,0,3
4,0,3,2017,1,10,0.7818314824680298,10,0,0,0
4,0,1,2017,1,10,0.7818314824680298,10,0,0,0
4,0,2,2017,1,10,0.7818314824680298,10,0,0,0
4,0,0,2017,1,10,0.7818314824680298,10,0,0,0
4,1,3,2017,1,10,0.7818314824680298,10,0,0,4
4,1,1,2017,1,10,0.7818314824680298,10,0,0,4
4,1,2,2017,1,10,0.7818314824680298,10,0,0,4
4,1,0,2017,1,10,0.7818314824680298,10,0,0,4
5,0,3,2017,1,10,0.7818314824680298,10,0,0,0
5,0,1,2017,1,10,0.7818314824680298,10,0,0,0
5,0,2,2017,1,10,0.7818314824680298,10,0,0,0
